Ref_Date,Geo,School,Source,Stats,Vector,Coordinate,Value
2005,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835445,10.2.1.3,23000
2010,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835445,10.2.1.3,28400
2000,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835446,10.2.1.4,24
2005,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835446,10.2.1.4,30
2010,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835446,10.2.1.4,31
2000,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835447,10.2.1.5,15800
2005,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835447,10.2.1.5,19100
2010,Alberta,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835447,10.2.1.5,22400
2000,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835448,10.2.2.1,53
2005,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835448,10.2.2.1,47
2010,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835448,10.2.2.1,33
2000,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835449,10.2.2.2,30
2005,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835449,10.2.2.2,37
2010,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835449,10.2.2.2,50
2000,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835450,10.2.2.3,18200
2005,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835450,10.2.2.3,21100
2010,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835450,10.2.2.3,26300
2000,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835451,10.2.2.4,23
2005,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835451,10.2.2.4,28
2010,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835451,10.2.2.4,29
2000,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835452,10.2.2.5,14600
2005,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835452,10.2.2.5,16100
2010,Alberta,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835452,10.2.2.5,17600
2000,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835453,10.2.3.1,23
2005,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835453,10.2.3.1,29
2010,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835453,10.2.3.1,24
2000,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835454,10.2.3.2,8
2005,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835454,10.2.3.2,17
2010,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835454,10.2.3.2,22
2000,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835455,10.2.3.3,9800
2005,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835455,10.2.3.3,14000
2010,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835455,10.2.3.3,18100
2000,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835456,10.2.3.4,37
2005,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835456,10.2.3.4,40
2010,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835456,10.2.3.4,46
2000,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835457,10.2.3.5,10300
2005,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835457,10.2.3.5,15100
2010,Alberta,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835457,10.2.3.5,22000
2000,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835458,10.3.1.1,34
2005,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835458,10.3.1.1,36
2010,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835458,10.3.1.1,36
2000,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835459,10.3.1.2,30
2005,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835459,10.3.1.2,38
2010,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835459,10.3.1.2,41
2000,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835460,10.3.1.3,19300
2005,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835460,10.3.1.3,23200
2010,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835460,10.3.1.3,25800
2000,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835461,10.3.1.4,33
2005,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835461,10.3.1.4,42
2010,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835461,10.3.1.4,42
2000,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835462,10.3.1.5,16200
2005,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835462,10.3.1.5,23400
2010,Alberta,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835462,10.3.1.5,21500
2000,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835463,10.3.2.1,25
2005,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835463,10.3.2.1,22
2010,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835463,10.3.2.1,22
2000,Alberta,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835464,10.3.2.2,30
2005,Alberta,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835464,10.3.2.2,40
2010,Alberta,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835464,10.3.2.2,38
2000,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835465,10.3.2.3,19300
2005,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835465,10.3.2.3,21400
2010,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835465,10.3.2.3,23300
2000,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835466,10.3.2.4,27
2005,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835466,10.3.2.4,48
2010,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835466,10.3.2.4,33
2000,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835467,10.3.2.5,15800
2005,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835467,10.3.2.5,16600
2010,Alberta,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835467,10.3.2.5,17900
2000,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835468,10.3.3.1,15
2005,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835468,10.3.3.1,22
2010,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835468,10.3.3.1,21
2000,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835469,10.3.3.2,13
2005,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835469,10.3.3.2,25
2010,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835469,10.3.3.2,28
2000,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835470,10.3.3.3,11700
2005,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835470,10.3.3.3,16400
2010,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835470,10.3.3.3,19700
2000,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835471,10.3.3.4,52
2005,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835471,10.3.3.4,43
2010,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835471,10.3.3.4,52
2000,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835472,10.3.3.5,11900
2005,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835472,10.3.3.5,23600
2010,Alberta,Masters,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835472,10.3.3.5,17800
2000,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835473,10.4.1.1,31
2005,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835473,10.4.1.1,34
2010,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835473,10.4.1.1,29
2000,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835474,10.4.1.2,22
2005,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835474,10.4.1.2,27
2010,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835474,10.4.1.2,60
2000,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835475,10.4.1.3,16800
2005,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835475,10.4.1.3,22400
2010,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835475,10.4.1.3,55900
2000,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835476,10.4.1.4,33
2005,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835476,10.4.1.4,32
2010,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835476,10.4.1.4,34
2000,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835477,10.4.1.5,14200
2005,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835477,10.4.1.5,19300
2010,Alberta,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835477,10.4.1.5,
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835478,10.4.2.1,19
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835478,10.4.2.1,25
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835478,10.4.2.1,20
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835479,10.4.2.2,22
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835479,10.4.2.2,26
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835479,10.4.2.2,66
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835480,10.4.2.3,15900
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835480,10.4.2.3,18300
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835480,10.4.2.3,44100
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835481,10.4.2.4,28
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835481,10.4.2.4,34
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835481,10.4.2.4,33
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835482,10.4.2.5,12600
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835482,10.4.2.5,13000
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835482,10.4.2.5,36700
2000,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835483,10.4.3.1,17
2005,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835483,10.4.3.1,18
2010,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835483,10.4.3.1,17
2000,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835484,10.4.3.2,11
2005,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835484,10.4.3.2,16
2010,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835484,10.4.3.2,46
2000,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835485,10.4.3.3,12900
2005,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835485,10.4.3.3,17600
2010,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835485,10.4.3.3,44200
2000,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835486,10.4.3.4,41
2005,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835486,10.4.3.4,34
2010,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835486,10.4.3.4,32
2000,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835487,10.4.3.5,12100
2005,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835487,10.4.3.5,20000
2010,Alberta,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835487,10.4.3.5,37000
2000,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835488,11.1.1.1,45
2005,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835488,11.1.1.1,42
2010,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835488,11.1.1.1,37
2000,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835489,11.1.1.2,9
2005,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835489,11.1.1.2,23
2010,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835489,11.1.1.2,15
2000,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835490,11.1.1.3,10900
2005,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835490,11.1.1.3,16800
2010,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835490,11.1.1.3,15400
2000,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835491,11.1.1.4,23
2005,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835491,11.1.1.4,27
2010,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835491,11.1.1.4,37
2000,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835492,11.1.1.5,9900
2005,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835492,11.1.1.5,14400
2010,British Columbia,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835492,11.1.1.5,13800
2000,British Columbia,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835493,11.1.2.1,38
2005,British Columbia,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835493,11.1.2.1,34
2010,British Columbia,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835493,11.1.2.1,21
2000,British Columbia,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835494,11.1.2.2,6
2005,British Columbia,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835494,11.1.2.2,21
2010,British Columbia,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835494,11.1.2.2,17
2000,British Columbia,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835495,11.1.2.3,10500
2005,British Columbia,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835495,11.1.2.3,16400
2010,British Columbia,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835495,11.1.2.3,17100
2000,British Columbia,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835496,11.1.2.4,19
2005,British Columbia,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835496,11.1.2.4,26
2010,British Columbia,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835496,11.1.2.4,17
2000,British Columbia,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835497,11.1.2.5,9100
2005,British Columbia,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835497,11.1.2.5,14000
2010,British Columbia,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835497,11.1.2.5,12100
2000,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835498,11.1.3.1,15
2005,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835498,11.1.3.1,17
2010,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835498,11.1.3.1,23
2000,British Columbia,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835499,11.1.3.2,
2005,British Columbia,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835499,11.1.3.2,
2010,British Columbia,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835499,11.1.3.2,
2000,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835500,11.1.3.3,5800
2005,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835500,11.1.3.3,8400
2010,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835500,11.1.3.3,8500
2000,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835501,11.1.3.4,43
2005,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835501,11.1.3.4,42
2010,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835501,11.1.3.4,57
2000,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835502,11.1.3.5,6800
2005,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835502,11.1.3.5,9100
2010,British Columbia,College,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835502,11.1.3.5,9500
2000,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835503,11.2.1.1,50
2005,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835503,11.2.1.1,53
2010,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835503,11.2.1.1,47
2000,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835504,11.2.1.2,33
2005,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835504,11.2.1.2,44
2010,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835504,11.2.1.2,50
2000,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835505,11.2.1.3,20700
2005,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835505,11.2.1.3,26400
2010,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835505,11.2.1.3,32300
2000,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835506,11.2.1.4,24
2005,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835506,11.2.1.4,24
2010,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835506,11.2.1.4,30
2000,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835507,11.2.1.5,17600
2005,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835507,11.2.1.5,23600
2010,British Columbia,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835507,11.2.1.5,28000
2000,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835508,11.2.2.1,43
2005,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835508,11.2.2.1,44
2010,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835508,11.2.2.1,36
2000,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835509,11.2.2.2,33
2005,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835509,11.2.2.2,44
2010,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835509,11.2.2.2,52
2000,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835510,11.2.2.3,20300
2005,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835510,11.2.2.3,24800
2010,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835510,11.2.2.3,29000
2000,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835511,11.2.2.4,20
2005,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835511,11.2.2.4,25
