Ref_Date,Geo,School,Gender,Stats,Vector,Coordinate,Value
2005,Quebec,Masters,Both sexes,Employed percent,v88832801,6.3.1.2,93
2010,Quebec,Masters,Both sexes,Employed percent,v88832801,6.3.1.2,93
2000,Quebec,Masters,Both sexes,Employed fulltime percent,v88832802,6.3.1.3,82
2005,Quebec,Masters,Both sexes,Employed fulltime percent,v88832802,6.3.1.3,86
2010,Quebec,Masters,Both sexes,Employed fulltime percent,v88832802,6.3.1.3,88
2000,Quebec,Masters,Both sexes,Employed parttime percent,v88832803,6.3.1.4,7
2005,Quebec,Masters,Both sexes,Employed parttime percent,v88832803,6.3.1.4,6
2010,Quebec,Masters,Both sexes,Employed parttime percent,v88832803,6.3.1.4,6
2000,Quebec,Masters,Both sexes,Out of labour force percent,v88832804,6.3.1.5,3
2005,Quebec,Masters,Both sexes,Out of labour force percent,v88832804,6.3.1.5,2
2010,Quebec,Masters,Both sexes,Out of labour force percent,v88832804,6.3.1.5,3
2000,Quebec,Masters,Both sexes,Unemployed rate,v88832805,6.3.1.6,7
2005,Quebec,Masters,Both sexes,Unemployed rate,v88832805,6.3.1.6,5
2010,Quebec,Masters,Both sexes,Unemployed rate,v88832805,6.3.1.6,
2000,Quebec,Masters,Males,Number of graduates,v88832806,6.3.2.1,2700
2005,Quebec,Masters,Males,Number of graduates,v88832806,6.3.2.1,3200
2010,Quebec,Masters,Males,Number of graduates,v88832806,6.3.2.1,3700
2000,Quebec,Masters,Males,Employed percent,v88832807,6.3.2.2,90
2005,Quebec,Masters,Males,Employed percent,v88832807,6.3.2.2,93
2010,Quebec,Masters,Males,Employed percent,v88832807,6.3.2.2,94
2000,Quebec,Masters,Males,Employed fulltime percent,v88832808,6.3.2.3,85
2005,Quebec,Masters,Males,Employed fulltime percent,v88832808,6.3.2.3,88
2010,Quebec,Masters,Males,Employed fulltime percent,v88832808,6.3.2.3,91
2000,Quebec,Masters,Males,Employed parttime percent,v88832809,6.3.2.4,3
2005,Quebec,Masters,Males,Employed parttime percent,v88832809,6.3.2.4,4
2010,Quebec,Masters,Males,Employed parttime percent,v88832809,6.3.2.4,
2000,Quebec,Masters,Males,Out of labour force percent,v88832810,6.3.2.5,
2005,Quebec,Masters,Males,Out of labour force percent,v88832810,6.3.2.5,
2010,Quebec,Masters,Males,Out of labour force percent,v88832810,6.3.2.5,
2000,Quebec,Masters,Males,Unemployed rate,v88832811,6.3.2.6,8
2005,Quebec,Masters,Males,Unemployed rate,v88832811,6.3.2.6,5
2010,Quebec,Masters,Males,Unemployed rate,v88832811,6.3.2.6,
2000,Quebec,Masters,Females,Number of graduates,v88832812,6.3.3.1,3600
2005,Quebec,Masters,Females,Number of graduates,v88832812,6.3.3.1,4500
2010,Quebec,Masters,Females,Number of graduates,v88832812,6.3.3.1,6800
2000,Quebec,Masters,Females,Employed percent,v88832813,6.3.3.2,90
2005,Quebec,Masters,Females,Employed percent,v88832813,6.3.3.2,93
2010,Quebec,Masters,Females,Employed percent,v88832813,6.3.3.2,93
2000,Quebec,Masters,Females,Employed fulltime percent,v88832814,6.3.3.3,79
2005,Quebec,Masters,Females,Employed fulltime percent,v88832814,6.3.3.3,85
2010,Quebec,Masters,Females,Employed fulltime percent,v88832814,6.3.3.3,86
2000,Quebec,Masters,Females,Employed parttime percent,v88832815,6.3.3.4,10
2005,Quebec,Masters,Females,Employed parttime percent,v88832815,6.3.3.4,7
2010,Quebec,Masters,Females,Employed parttime percent,v88832815,6.3.3.4,7
2000,Quebec,Masters,Females,Out of labour force percent,v88832816,6.3.3.5,4
2005,Quebec,Masters,Females,Out of labour force percent,v88832816,6.3.3.5,2
2010,Quebec,Masters,Females,Out of labour force percent,v88832816,6.3.3.5,3
2000,Quebec,Masters,Females,Unemployed rate,v88832817,6.3.3.6,6
2005,Quebec,Masters,Females,Unemployed rate,v88832817,6.3.3.6,5
2010,Quebec,Masters,Females,Unemployed rate,v88832817,6.3.3.6,
2000,Quebec,Doctorate,Both sexes,Number of graduates,v88832818,6.4.1.1,1200
2005,Quebec,Doctorate,Both sexes,Number of graduates,v88832818,6.4.1.1,900
2010,Quebec,Doctorate,Both sexes,Number of graduates,v88832818,6.4.1.1,2000
2000,Quebec,Doctorate,Both sexes,Employed percent,v88832819,6.4.1.2,88
2005,Quebec,Doctorate,Both sexes,Employed percent,v88832819,6.4.1.2,88
2010,Quebec,Doctorate,Both sexes,Employed percent,v88832819,6.4.1.2,93
2000,Quebec,Doctorate,Both sexes,Employed fulltime percent,v88832820,6.4.1.3,81
2005,Quebec,Doctorate,Both sexes,Employed fulltime percent,v88832820,6.4.1.3,75
2010,Quebec,Doctorate,Both sexes,Employed fulltime percent,v88832820,6.4.1.3,82
2000,Quebec,Doctorate,Both sexes,Employed parttime percent,v88832821,6.4.1.4,6
2005,Quebec,Doctorate,Both sexes,Employed parttime percent,v88832821,6.4.1.4,9
2010,Quebec,Doctorate,Both sexes,Employed parttime percent,v88832821,6.4.1.4,11
2000,Quebec,Doctorate,Both sexes,Out of labour force percent,v88832822,6.4.1.5,4
2005,Quebec,Doctorate,Both sexes,Out of labour force percent,v88832822,6.4.1.5,5
2010,Quebec,Doctorate,Both sexes,Out of labour force percent,v88832822,6.4.1.5,2
2000,Quebec,Doctorate,Both sexes,Unemployed rate,v88832823,6.4.1.6,9
2005,Quebec,Doctorate,Both sexes,Unemployed rate,v88832823,6.4.1.6,7
2010,Quebec,Doctorate,Both sexes,Unemployed rate,v88832823,6.4.1.6,5
2000,Quebec,Doctorate,Males,Number of graduates,v88832824,6.4.2.1,700
2005,Quebec,Doctorate,Males,Number of graduates,v88832824,6.4.2.1,500
2010,Quebec,Doctorate,Males,Number of graduates,v88832824,6.4.2.1,1000
2000,Quebec,Doctorate,Males,Employed percent,v88832825,6.4.2.2,89
2005,Quebec,Doctorate,Males,Employed percent,v88832825,6.4.2.2,88
2010,Quebec,Doctorate,Males,Employed percent,v88832825,6.4.2.2,92
2000,Quebec,Doctorate,Males,Employed fulltime percent,v88832826,6.4.2.3,84
2005,Quebec,Doctorate,Males,Employed fulltime percent,v88832826,6.4.2.3,78
2010,Quebec,Doctorate,Males,Employed fulltime percent,v88832826,6.4.2.3,86
2000,Quebec,Doctorate,Males,Employed parttime percent,v88832827,6.4.2.4,5
2005,Quebec,Doctorate,Males,Employed parttime percent,v88832827,6.4.2.4,6
2010,Quebec,Doctorate,Males,Employed parttime percent,v88832827,6.4.2.4,6
2000,Quebec,Doctorate,Males,Out of labour force percent,v88832828,6.4.2.5,3
2005,Quebec,Doctorate,Males,Out of labour force percent,v88832828,6.4.2.5,3
2010,Quebec,Doctorate,Males,Out of labour force percent,v88832828,6.4.2.5,
2000,Quebec,Doctorate,Males,Unemployed rate,v88832829,6.4.2.6,8
2005,Quebec,Doctorate,Males,Unemployed rate,v88832829,6.4.2.6,8
2010,Quebec,Doctorate,Males,Unemployed rate,v88832829,6.4.2.6,6
2000,Quebec,Doctorate,Females,Number of graduates,v88832830,6.4.3.1,500
2005,Quebec,Doctorate,Females,Number of graduates,v88832830,6.4.3.1,400
2010,Quebec,Doctorate,Females,Number of graduates,v88832830,6.4.3.1,1000
2000,Quebec,Doctorate,Females,Employed percent,v88832831,6.4.3.2,85
2005,Quebec,Doctorate,Females,Employed percent,v88832831,6.4.3.2,88
2010,Quebec,Doctorate,Females,Employed percent,v88832831,6.4.3.2,95
2000,Quebec,Doctorate,Females,Employed fulltime percent,v88832832,6.4.3.3,78
2005,Quebec,Doctorate,Females,Employed fulltime percent,v88832832,6.4.3.3,71
2010,Quebec,Doctorate,Females,Employed fulltime percent,v88832832,6.4.3.3,78
2000,Quebec,Doctorate,Females,Employed parttime percent,v88832833,6.4.3.4,7
2005,Quebec,Doctorate,Females,Employed parttime percent,v88832833,6.4.3.4,12
2010,Quebec,Doctorate,Females,Employed parttime percent,v88832833,6.4.3.4,17
2000,Quebec,Doctorate,Females,Out of labour force percent,v88832834,6.4.3.5,6
2005,Quebec,Doctorate,Females,Out of labour force percent,v88832834,6.4.3.5,7
2010,Quebec,Doctorate,Females,Out of labour force percent,v88832834,6.4.3.5,2
2000,Quebec,Doctorate,Females,Unemployed rate,v88832835,6.4.3.6,9
2005,Quebec,Doctorate,Females,Unemployed rate,v88832835,6.4.3.6,5
2010,Quebec,Doctorate,Females,Unemployed rate,v88832835,6.4.3.6,3
2000,Ontario,College,Both sexes,Number of graduates,v88832836,7.1.1.1,38700
2005,Ontario,College,Both sexes,Number of graduates,v88832836,7.1.1.1,30700
2010,Ontario,College,Both sexes,Number of graduates,v88832836,7.1.1.1,38100
2000,Ontario,College,Both sexes,Employed percent,v88832837,7.1.1.2,90
2005,Ontario,College,Both sexes,Employed percent,v88832837,7.1.1.2,89
2010,Ontario,College,Both sexes,Employed percent,v88832837,7.1.1.2,90
2000,Ontario,College,Both sexes,Employed fulltime percent,v88832838,7.1.1.3,81
2005,Ontario,College,Both sexes,Employed fulltime percent,v88832838,7.1.1.3,77
2010,Ontario,College,Both sexes,Employed fulltime percent,v88832838,7.1.1.3,80
2000,Ontario,College,Both sexes,Employed parttime percent,v88832839,7.1.1.4,9
2005,Ontario,College,Both sexes,Employed parttime percent,v88832839,7.1.1.4,11
2010,Ontario,College,Both sexes,Employed parttime percent,v88832839,7.1.1.4,10
2000,Ontario,College,Both sexes,Out of labour force percent,v88832840,7.1.1.5,3
2005,Ontario,College,Both sexes,Out of labour force percent,v88832840,7.1.1.5,4
2010,Ontario,College,Both sexes,Out of labour force percent,v88832840,7.1.1.5,6
2000,Ontario,College,Both sexes,Unemployed rate,v88832841,7.1.1.6,7
2005,Ontario,College,Both sexes,Unemployed rate,v88832841,7.1.1.6,7
2010,Ontario,College,Both sexes,Unemployed rate,v88832841,7.1.1.6,5
2000,Ontario,College,Males,Number of graduates,v88832842,7.1.2.1,16200
2005,Ontario,College,Males,Number of graduates,v88832842,7.1.2.1,13100
2010,Ontario,College,Males,Number of graduates,v88832842,7.1.2.1,17200
2000,Ontario,College,Males,Employed percent,v88832843,7.1.2.2,88
2005,Ontario,College,Males,Employed percent,v88832843,7.1.2.2,91
2010,Ontario,College,Males,Employed percent,v88832843,7.1.2.2,90
2000,Ontario,College,Males,Employed fulltime percent,v88832844,7.1.2.3,83
2005,Ontario,College,Males,Employed fulltime percent,v88832844,7.1.2.3,85
2010,Ontario,College,Males,Employed fulltime percent,v88832844,7.1.2.3,87
2000,Ontario,College,Males,Employed parttime percent,v88832845,7.1.2.4,5
2005,Ontario,College,Males,Employed parttime percent,v88832845,7.1.2.4,5
2010,Ontario,College,Males,Employed parttime percent,v88832845,7.1.2.4,3
2000,Ontario,College,Males,Out of labour force percent,v88832846,7.1.2.5,3
2005,Ontario,College,Males,Out of labour force percent,v88832846,7.1.2.5,4
2010,Ontario,College,Males,Out of labour force percent,v88832846,7.1.2.5,
2000,Ontario,College,Males,Unemployed rate,v88832847,7.1.2.6,9
2005,Ontario,College,Males,Unemployed rate,v88832847,7.1.2.6,6
2010,Ontario,College,Males,Unemployed rate,v88832847,7.1.2.6,6
2000,Ontario,College,Females,Number of graduates,v88832848,7.1.3.1,22500
2005,Ontario,College,Females,Number of graduates,v88832848,7.1.3.1,17700
2010,Ontario,College,Females,Number of graduates,v88832848,7.1.3.1,20900
2000,Ontario,College,Females,Employed percent,v88832849,7.1.3.2,92
2005,Ontario,College,Females,Employed percent,v88832849,7.1.3.2,88
2010,Ontario,College,Females,Employed percent,v88832849,7.1.3.2,90
2000,Ontario,College,Females,Employed fulltime percent,v88832850,7.1.3.3,79
2005,Ontario,College,Females,Employed fulltime percent,v88832850,7.1.3.3,71
2010,Ontario,College,Females,Employed fulltime percent,v88832850,7.1.3.3,74
2000,Ontario,College,Females,Employed parttime percent,v88832851,7.1.3.4,12
2005,Ontario,College,Females,Employed parttime percent,v88832851,7.1.3.4,16
2010,Ontario,College,Females,Employed parttime percent,v88832851,7.1.3.4,15
2000,Ontario,College,Females,Out of labour force percent,v88832852,7.1.3.5,3
2005,Ontario,College,Females,Out of labour force percent,v88832852,7.1.3.5,4
2010,Ontario,College,Females,Out of labour force percent,v88832852,7.1.3.5,7
2000,Ontario,College,Females,Unemployed rate,v88832853,7.1.3.6,5
2005,Ontario,College,Females,Unemployed rate,v88832853,7.1.3.6,9
2010,Ontario,College,Females,Unemployed rate,v88832853,7.1.3.6,
2000,Ontario,Bachelors,Both sexes,Number of graduates,v88832854,7.2.1.1,29700
2005,Ontario,Bachelors,Both sexes,Number of graduates,v88832854,7.2.1.1,36300
2010,Ontario,Bachelors,Both sexes,Number of graduates,v88832854,7.2.1.1,36600
2000,Ontario,Bachelors,Both sexes,Employed percent,v88832855,7.2.1.2,90
2005,Ontario,Bachelors,Both sexes,Employed percent,v88832855,7.2.1.2,90
2010,Ontario,Bachelors,Both sexes,Employed percent,v88832855,7.2.1.2,91
2000,Ontario,Bachelors,Both sexes,Employed fulltime percent,v88832856,7.2.1.3,82
2005,Ontario,Bachelors,Both sexes,Employed fulltime percent,v88832856,7.2.1.3,82
2010,Ontario,Bachelors,Both sexes,Employed fulltime percent,v88832856,7.2.1.3,83
2000,Ontario,Bachelors,Both sexes,Employed parttime percent,v88832857,7.2.1.4,7
2005,Ontario,Bachelors,Both sexes,Employed parttime percent,v88832857,7.2.1.4,6
2010,Ontario,Bachelors,Both sexes,Employed parttime percent,v88832857,7.2.1.4,8
2000,Ontario,Bachelors,Both sexes,Out of labour force percent,v88832858,7.2.1.5,4
2005,Ontario,Bachelors,Both sexes,Out of labour force percent,v88832858,7.2.1.5,5
2010,Ontario,Bachelors,Both sexes,Out of labour force percent,v88832858,7.2.1.5,4
2000,Ontario,Bachelors,Both sexes,Unemployed rate,v88832859,7.2.1.6,6
2005,Ontario,Bachelors,Both sexes,Unemployed rate,v88832859,7.2.1.6,6
2010,Ontario,Bachelors,Both sexes,Unemployed rate,v88832859,7.2.1.6,6
2000,Ontario,Bachelors,Males,Number of graduates,v88832860,7.2.2.1,12100
2005,Ontario,Bachelors,Males,Number of graduates,v88832860,7.2.2.1,14300
2010,Ontario,Bachelors,Males,Number of graduates,v88832860,7.2.2.1,14000
2000,Ontario,Bachelors,Males,Employed percent,v88832861,7.2.2.2,88
2005,Ontario,Bachelors,Males,Employed percent,v88832861,7.2.2.2,90
2010,Ontario,Bachelors,Males,Employed percent,v88832861,7.2.2.2,94
2000,Ontario,Bachelors,Males,Employed fulltime percent,v88832862,7.2.2.3,80
2005,Ontario,Bachelors,Males,Employed fulltime percent,v88832862,7.2.2.3,84
2010,Ontario,Bachelors,Males,Employed fulltime percent,v88832862,7.2.2.3,86
2000,Ontario,Bachelors,Males,Employed parttime percent,v88832863,7.2.2.4,7
2005,Ontario,Bachelors,Males,Employed parttime percent,v88832863,7.2.2.4,3
2010,Ontario,Bachelors,Males,Employed parttime percent,v88832863,7.2.2.4,
2000,Ontario,Bachelors,Males,Out of labour force percent,v88832864,7.2.2.5,4
2005,Ontario,Bachelors,Males,Out of labour force percent,v88832864,7.2.2.5,5
2010,Ontario,Bachelors,Males,Out of labour force percent,v88832864,7.2.2.5,
2000,Ontario,Bachelors,Males,Unemployed rate,v88832865,7.2.2.6,8
2005,Ontario,Bachelors,Males,Unemployed rate,v88832865,7.2.2.6,6
2010,Ontario,Bachelors,Males,Unemployed rate,v88832865,7.2.2.6,
2000,Ontario,Bachelors,Females,Number of graduates,v88832866,7.2.3.1,17600
2005,Ontario,Bachelors,Females,Number of graduates,v88832866,7.2.3.1,22000
2010,Ontario,Bachelors,Females,Number of graduates,v88832866,7.2.3.1,22600
2000,Ontario,Bachelors,Females,Employed percent,v88832867,7.2.3.2,92
2005,Ontario,Bachelors,Females,Employed percent,v88832867,7.2.3.2,90
2010,Ontario,Bachelors,Females,Employed percent,v88832867,7.2.3.2,89
2000,Ontario,Bachelors,Females,Employed fulltime percent,v88832868,7.2.3.3,83
2005,Ontario,Bachelors,Females,Employed fulltime percent,v88832868,7.2.3.3,81
2010,Ontario,Bachelors,Females,Employed fulltime percent,v88832868,7.2.3.3,80
2000,Ontario,Bachelors,Females,Employed parttime percent,v88832869,7.2.3.4,8
2005,Ontario,Bachelors,Females,Employed parttime percent,v88832869,7.2.3.4,8
2010,Ontario,Bachelors,Females,Employed parttime percent,v88832869,7.2.3.4,9
2000,Ontario,Bachelors,Females,Out of labour force percent,v88832870,7.2.3.5,4
2005,Ontario,Bachelors,Females,Out of labour force percent,v88832870,7.2.3.5,5
2010,Ontario,Bachelors,Females,Out of labour force percent,v88832870,7.2.3.5,5
2000,Ontario,Bachelors,Females,Unemployed rate,v88832871,7.2.3.6,4
2005,Ontario,Bachelors,Females,Unemployed rate,v88832871,7.2.3.6,6
2010,Ontario,Bachelors,Females,Unemployed rate,v88832871,7.2.3.6,6
2000,Ontario,Masters,Both sexes,Number of graduates,v88832872,7.3.1.1,8100
2005,Ontario,Masters,Both sexes,Number of graduates,v88832872,7.3.1.1,9200
2010,Ontario,Masters,Both sexes,Number of graduates,v88832872,7.3.1.1,12800
2000,Ontario,Masters,Both sexes,Employed percent,v88832873,7.3.1.2,90
2005,Ontario,Masters,Both sexes,Employed percent,v88832873,7.3.1.2,93
2010,Ontario,Masters,Both sexes,Employed percent,v88832873,7.3.1.2,92
2000,Ontario,Masters,Both sexes,Employed fulltime percent,v88832874,7.3.1.3,84
2005,Ontario,Masters,Both sexes,Employed fulltime percent,v88832874,7.3.1.3,84
2010,Ontario,Masters,Both sexes,Employed fulltime percent,v88832874,7.3.1.3,87
2000,Ontario,Masters,Both sexes,Employed parttime percent,v88832875,7.3.1.4,6
2005,Ontario,Masters,Both sexes,Employed parttime percent,v88832875,7.3.1.4,7
2010,Ontario,Masters,Both sexes,Employed parttime percent,v88832875,7.3.1.4,5
2000,Ontario,Masters,Both sexes,Out of labour force percent,v88832876,7.3.1.5,4
2005,Ontario,Masters,Both sexes,Out of labour force percent,v88832876,7.3.1.5,
2010,Ontario,Masters,Both sexes,Out of labour force percent,v88832876,7.3.1.5,3
2000,Ontario,Masters,Both sexes,Unemployed rate,v88832877,7.3.1.6,6
2005,Ontario,Masters,Both sexes,Unemployed rate,v88832877,7.3.1.6,4
2010,Ontario,Masters,Both sexes,Unemployed rate,v88832877,7.3.1.6,5
2000,Ontario,Masters,Males,Number of graduates,v88832878,7.3.2.1,3300
2005,Ontario,Masters,Males,Number of graduates,v88832878,7.3.2.1,3900
2010,Ontario,Masters,Males,Number of graduates,v88832878,7.3.2.1,5300
2000,Ontario,Masters,Males,Employed percent,v88832879,7.3.2.2,95
2005,Ontario,Masters,Males,Employed percent,v88832879,7.3.2.2,94
2010,Ontario,Masters,Males,Employed percent,v88832879,7.3.2.2,92
2000,Ontario,Masters,Males,Employed fulltime percent,v88832880,7.3.2.3,92
2005,Ontario,Masters,Males,Employed fulltime percent,v88832880,7.3.2.3,89
2010,Ontario,Masters,Males,Employed fulltime percent,v88832880,7.3.2.3,89
2000,Ontario,Masters,Males,Employed parttime percent,v88832881,7.3.2.4,3
2005,Ontario,Masters,Males,Employed parttime percent,v88832881,7.3.2.4,3
2010,Ontario,Masters,Males,Employed parttime percent,v88832881,7.3.2.4,
2000,Ontario,Masters,Males,Out of labour force percent,v88832882,7.3.2.5,2
2005,Ontario,Masters,Males,Out of labour force percent,v88832882,7.3.2.5,
2010,Ontario,Masters,Males,Out of labour force percent,v88832882,7.3.2.5,
2000,Ontario,Masters,Males,Unemployed rate,v88832883,7.3.2.6,
2005,Ontario,Masters,Males,Unemployed rate,v88832883,7.3.2.6,4
2010,Ontario,Masters,Males,Unemployed rate,v88832883,7.3.2.6,6
2000,Ontario,Masters,Females,Number of graduates,v88832884,7.3.3.1,4800
2005,Ontario,Masters,Females,Number of graduates,v88832884,7.3.3.1,5300
2010,Ontario,Masters,Females,Number of graduates,v88832884,7.3.3.1,7500
2000,Ontario,Masters,Females,Employed percent,v88832885,7.3.3.2,87
2005,Ontario,Masters,Females,Employed percent,v88832885,7.3.3.2,92
2010,Ontario,Masters,Females,Employed percent,v88832885,7.3.3.2,92
2000,Ontario,Masters,Females,Employed fulltime percent,v88832886,7.3.3.3,78
2005,Ontario,Masters,Females,Employed fulltime percent,v88832886,7.3.3.3,81
2010,Ontario,Masters,Females,Employed fulltime percent,v88832886,7.3.3.3,85
2000,Ontario,Masters,Females,Employed parttime percent,v88832887,7.3.3.4,8
2005,Ontario,Masters,Females,Employed parttime percent,v88832887,7.3.3.4,9
2010,Ontario,Masters,Females,Employed parttime percent,v88832887,7.3.3.4,7
2000,Ontario,Masters,Females,Out of labour force percent,v88832888,7.3.3.5,6
2005,Ontario,Masters,Females,Out of labour force percent,v88832888,7.3.3.5,
2010,Ontario,Masters,Females,Out of labour force percent,v88832888,7.3.3.5,3
2000,Ontario,Masters,Females,Unemployed rate,v88832889,7.3.3.6,7
2005,Ontario,Masters,Females,Unemployed rate,v88832889,7.3.3.6,4
2010,Ontario,Masters,Females,Unemployed rate,v88832889,7.3.3.6,5
2000,Ontario,Doctorate,Both sexes,Number of graduates,v88832890,7.4.1.1,1400
2005,Ontario,Doctorate,Both sexes,Number of graduates,v88832890,7.4.1.1,1400
2010,Ontario,Doctorate,Both sexes,Number of graduates,v88832890,7.4.1.1,1900
2000,Ontario,Doctorate,Both sexes,Employed percent,v88832891,7.4.1.2,90
2005,Ontario,Doctorate,Both sexes,Employed percent,v88832891,7.4.1.2,91
2010,Ontario,Doctorate,Both sexes,Employed percent,v88832891,7.4.1.2,91
2000,Ontario,Doctorate,Both sexes,Employed fulltime percent,v88832892,7.4.1.3,79
2005,Ontario,Doctorate,Both sexes,Employed fulltime percent,v88832892,7.4.1.3,81
2010,Ontario,Doctorate,Both sexes,Employed fulltime percent,v88832892,7.4.1.3,85
2000,Ontario,Doctorate,Both sexes,Employed parttime percent,v88832893,7.4.1.4,7
2005,Ontario,Doctorate,Both sexes,Employed parttime percent,v88832893,7.4.1.4,5
2010,Ontario,Doctorate,Both sexes,Employed parttime percent,v88832893,7.4.1.4,6
2000,Ontario,Doctorate,Both sexes,Out of labour force percent,v88832894,7.4.1.5,3
2005,Ontario,Doctorate,Both sexes,Out of labour force percent,v88832894,7.4.1.5,3
2010,Ontario,Doctorate,Both sexes,Out of labour force percent,v88832894,7.4.1.5,3
2000,Ontario,Doctorate,Both sexes,Unemployed rate,v88832895,7.4.1.6,7
2005,Ontario,Doctorate,Both sexes,Unemployed rate,v88832895,7.4.1.6,6
2010,Ontario,Doctorate,Both sexes,Unemployed rate,v88832895,7.4.1.6,6
2000,Ontario,Doctorate,Males,Number of graduates,v88832896,7.4.2.1,800
2005,Ontario,Doctorate,Males,Number of graduates,v88832896,7.4.2.1,800
2010,Ontario,Doctorate,Males,Number of graduates,v88832896,7.4.2.1,1000
2000,Ontario,Doctorate,Males,Employed percent,v88832897,7.4.2.2,93
2005,Ontario,Doctorate,Males,Employed percent,v88832897,7.4.2.2,91
2010,Ontario,Doctorate,Males,Employed percent,v88832897,7.4.2.2,93
2000,Ontario,Doctorate,Males,Employed fulltime percent,v88832898,7.4.2.3,84
2005,Ontario,Doctorate,Males,Employed fulltime percent,v88832898,7.4.2.3,83
2010,Ontario,Doctorate,Males,Employed fulltime percent,v88832898,7.4.2.3,90
2000,Ontario,Doctorate,Males,Employed parttime percent,v88832899,7.4.2.4,6
2005,Ontario,Doctorate,Males,Employed parttime percent,v88832899,7.4.2.4,3
2010,Ontario,Doctorate,Males,Employed parttime percent,v88832899,7.4.2.4,3
2000,Ontario,Doctorate,Males,Out of labour force percent,v88832900,7.4.2.5,2
2005,Ontario,Doctorate,Males,Out of labour force percent,v88832900,7.4.2.5,2
2010,Ontario,Doctorate,Males,Out of labour force percent,v88832900,7.4.2.5,2
2000,Ontario,Doctorate,Males,Unemployed rate,v88832901,7.4.2.6,5
2005,Ontario,Doctorate,Males,Unemployed rate,v88832901,7.4.2.6,7
2010,Ontario,Doctorate,Males,Unemployed rate,v88832901,7.4.2.6,6
2000,Ontario,Doctorate,Females,Number of graduates,v88832902,7.4.3.1,600
2005,Ontario,Doctorate,Females,Number of graduates,v88832902,7.4.3.1,600
2010,Ontario,Doctorate,Females,Number of graduates,v88832902,7.4.3.1,900
2000,Ontario,Doctorate,Females,Employed percent,v88832903,7.4.3.2,86
2005,Ontario,Doctorate,Females,Employed percent,v88832903,7.4.3.2,91
2010,Ontario,Doctorate,Females,Employed percent,v88832903,7.4.3.2,89
2000,Ontario,Doctorate,Females,Employed fulltime percent,v88832904,7.4.3.3,72
2005,Ontario,Doctorate,Females,Employed fulltime percent,v88832904,7.4.3.3,79
2010,Ontario,Doctorate,Females,Employed fulltime percent,v88832904,7.4.3.3,80
2000,Ontario,Doctorate,Females,Employed parttime percent,v88832905,7.4.3.4,9
2005,Ontario,Doctorate,Females,Employed parttime percent,v88832905,7.4.3.4,7
2010,Ontario,Doctorate,Females,Employed parttime percent,v88832905,7.4.3.4,8
2000,Ontario,Doctorate,Females,Out of labour force percent,v88832906,7.4.3.5,6
2005,Ontario,Doctorate,Females,Out of labour force percent,v88832906,7.4.3.5,4
2010,Ontario,Doctorate,Females,Out of labour force percent,v88832906,7.4.3.5,5
2000,Ontario,Doctorate,Females,Unemployed rate,v88832907,7.4.3.6,9
2005,Ontario,Doctorate,Females,Unemployed rate,v88832907,7.4.3.6,5
2010,Ontario,Doctorate,Females,Unemployed rate,v88832907,7.4.3.6,7
2000,Manitoba,College,Both sexes,Number of graduates,v88832908,8.1.1.1,1900
2005,Manitoba,College,Both sexes,Number of graduates,v88832908,8.1.1.1,2400
2010,Manitoba,College,Both sexes,Number of graduates,v88832908,8.1.1.1,2800
2000,Manitoba,College,Both sexes,Employed percent,v88832909,8.1.1.2,91
2005,Manitoba,College,Both sexes,Employed percent,v88832909,8.1.1.2,93
2010,Manitoba,College,Both sexes,Employed percent,v88832909,8.1.1.2,92
2000,Manitoba,College,Both sexes,Employed fulltime percent,v88832910,8.1.1.3,82
2005,Manitoba,College,Both sexes,Employed fulltime percent,v88832910,8.1.1.3,83
2010,Manitoba,College,Both sexes,Employed fulltime percent,v88832910,8.1.1.3,83
2000,Manitoba,College,Both sexes,Employed parttime percent,v88832911,8.1.1.4,9
2005,Manitoba,College,Both sexes,Employed parttime percent,v88832911,8.1.1.4,7
2010,Manitoba,College,Both sexes,Employed parttime percent,v88832911,8.1.1.4,9
2000,Manitoba,College,Both sexes,Out of labour force percent,v88832912,8.1.1.5,4
2005,Manitoba,College,Both sexes,Out of labour force percent,v88832912,8.1.1.5,3
2010,Manitoba,College,Both sexes,Out of labour force percent,v88832912,8.1.1.5,4
2000,Manitoba,College,Both sexes,Unemployed rate,v88832913,8.1.1.6,6
2005,Manitoba,College,Both sexes,Unemployed rate,v88832913,8.1.1.6,4
2010,Manitoba,College,Both sexes,Unemployed rate,v88832913,8.1.1.6,4
2000,Manitoba,College,Males,Number of graduates,v88832914,8.1.2.1,800
2005,Manitoba,College,Males,Number of graduates,v88832914,8.1.2.1,900
2010,Manitoba,College,Males,Number of graduates,v88832914,8.1.2.1,1200
2000,Manitoba,College,Males,Employed percent,v88832915,8.1.2.2,93
2005,Manitoba,College,Males,Employed percent,v88832915,8.1.2.2,97
2010,Manitoba,College,Males,Employed percent,v88832915,8.1.2.2,94
2000,Manitoba,College,Males,Employed fulltime percent,v88832916,8.1.2.3,89
2005,Manitoba,College,Males,Employed fulltime percent,v88832916,8.1.2.3,94
2010,Manitoba,College,Males,Employed fulltime percent,v88832916,8.1.2.3,91
2000,Manitoba,College,Males,Employed parttime percent,v88832917,8.1.2.4,3
2005,Manitoba,College,Males,Employed parttime percent,v88832917,8.1.2.4,
2010,Manitoba,College,Males,Employed parttime percent,v88832917,8.1.2.4,
