Ref_Date,GEO,HAR,Vector,Coordinate,Value
1931,Prairie provinces,Average yield (tons per acre),v47236,6.2,5.09
1932,Prairie provinces,Average yield (tons per acre),v47236,6.2,4.82
1933,Prairie provinces,Average yield (tons per acre),v47236,6.2,4.35
1934,Prairie provinces,Average yield (tons per acre),v47236,6.2,4.08
1935,Prairie provinces,Average yield (tons per acre),v47236,6.2,5.29
1936,Prairie provinces,Average yield (tons per acre),v47236,6.2,2.73
1937,Prairie provinces,Average yield (tons per acre),v47236,6.2,5.09
1938,Prairie provinces,Average yield (tons per acre),v47236,6.2,4.21
1939,Prairie provinces,Average yield (tons per acre),v47236,6.2,4.55
1940,Prairie provinces,Average yield (tons per acre),v47236,6.2,4.15
1908,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,65.00
1909,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,66.00
1910,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,25.00
1911,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,99.00
1912,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,172.00
1913,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,139.00
1914,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,137.00
1915,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,34.00
1916,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,33.00
1917,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,112.00
1918,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,176.00
1919,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,187.00
1920,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,186.00
1921,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,91.00
1922,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,123.00
1923,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,110.00
1924,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,108.00
1925,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,79.00
1926,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,74.00
1927,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,64.00
1928,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,72.00
1929,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,35.00
1930,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,51.00
1931,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,27.00
1932,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,40.00
1933,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,47.00
1934,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,40.00
1935,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,55.00
1936,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,21.00
1937,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,54.00
1938,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,48.00
1939,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,55.00
1940,Prairie provinces,"Production (tons x 1,000)",v47248,6.3,44.00
1908,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,10.88
1909,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,12.12
1910,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,12.16
1911,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,14.38
1912,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,17.62
1913,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,19.32
1914,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,26.25
1915,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,14.41
1916,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,22.58
1917,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,31.65
1918,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,26.47
1919,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,40.75
1920,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,38.61
1921,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,15.97
1922,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,14.75
1923,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,18.32
1924,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,23.31
1925,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,25.05
1926,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,31.91
1927,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,19.77
1928,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,15.97
1929,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,23.29
1930,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,13.98
1931,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,8.07
1932,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,11.12
1933,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,11.28
1934,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,10.62
1935,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,9.18
1936,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,13.57
1937,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,10.78
1938,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,9.33
1939,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,11.05
1940,Prairie provinces,Average farm price (dollars per ton),v47260,6.4,10.52
1908,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,707.00
1909,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,800.00
1910,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,304.00
1911,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,1424.00
1912,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,3030.00
1913,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,2685.00
1914,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,3596.00
1915,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,490.00
1916,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,745.00
1917,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,3545.00
1918,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,4659.00
1919,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,7620.00
1920,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,7181.00
1921,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,1453.00
1922,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,1814.00
1923,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,2015.00
1924,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,2518.00
1925,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,1979.00
1926,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,2361.00
1927,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,1265.00
1928,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,1150.00
1929,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,815.00
1930,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,713.00
1931,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,218.00
1932,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,445.00
1933,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,530.00
1934,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,425.00
1935,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,505.00
1936,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,285.00
1937,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,582.00
1938,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,448.00
1939,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,608.00
1940,Prairie provinces,"Total farm value (dollars x 1,000)",v47272,6.5,463.00
1908,Manitoba,Seeded area (acres),v47225,11.1,3000.00
1909,Manitoba,Seeded area (acres),v47225,11.1,2800.00
1910,Manitoba,Seeded area (acres),v47225,11.1,2100.00
1911,Manitoba,Seeded area (acres),v47225,11.1,4400.00
1912,Manitoba,Seeded area (acres),v47225,11.1,4000.00
1913,Manitoba,Seeded area (acres),v47225,11.1,4000.00
1914,Manitoba,Seeded area (acres),v47225,11.1,3900.00
1915,Manitoba,Seeded area (acres),v47225,11.1,2700.00
1916,Manitoba,Seeded area (acres),v47225,11.1,3100.00
1917,Manitoba,Seeded area (acres),v47225,11.1,2500.00
1918,Manitoba,Seeded area (acres),v47225,11.1,9900.00
1919,Manitoba,Seeded area (acres),v47225,11.1,6000.00
1920,Manitoba,Seeded area (acres),v47225,11.1,7400.00
1921,Manitoba,Seeded area (acres),v47225,11.1,4400.00
1922,Manitoba,Seeded area (acres),v47225,11.1,4600.00
1923,Manitoba,Seeded area (acres),v47225,11.1,5000.00
1924,Manitoba,Seeded area (acres),v47225,11.1,4600.00
1925,Manitoba,Seeded area (acres),v47225,11.1,3000.00
1926,Manitoba,Seeded area (acres),v47225,11.1,2900.00
1927,Manitoba,Seeded area (acres),v47225,11.1,3900.00
1928,Manitoba,Seeded area (acres),v47225,11.1,4600.00
1929,Manitoba,Seeded area (acres),v47225,11.1,4600.00
1930,Manitoba,Seeded area (acres),v47225,11.1,4800.00
1931,Manitoba,Seeded area (acres),v47225,11.1,2400.00
1932,Manitoba,Seeded area (acres),v47225,11.1,4400.00
1933,Manitoba,Seeded area (acres),v47225,11.1,6100.00
1934,Manitoba,Seeded area (acres),v47225,11.1,5800.00
1935,Manitoba,Seeded area (acres),v47225,11.1,6400.00
1936,Manitoba,Seeded area (acres),v47225,11.1,3100.00
1937,Manitoba,Seeded area (acres),v47225,11.1,5500.00
1938,Manitoba,Seeded area (acres),v47225,11.1,6200.00
1939,Manitoba,Seeded area (acres),v47225,11.1,6500.00
1940,Manitoba,Seeded area (acres),v47225,11.1,5600.00
1908,Manitoba,Average yield (tons per acre),v47237,11.2,12.00
1909,Manitoba,Average yield (tons per acre),v47237,11.2,10.36
1910,Manitoba,Average yield (tons per acre),v47237,11.2,6.67
1911,Manitoba,Average yield (tons per acre),v47237,11.2,8.18
1912,Manitoba,Average yield (tons per acre),v47237,11.2,9.00
1913,Manitoba,Average yield (tons per acre),v47237,11.2,6.25
1914,Manitoba,Average yield (tons per acre),v47237,11.2,6.67
1915,Manitoba,Average yield (tons per acre),v47237,11.2,6.30
1916,Manitoba,Average yield (tons per acre),v47237,11.2,3.55
1917,Manitoba,Average yield (tons per acre),v47237,11.2,4.80
1918,Manitoba,Average yield (tons per acre),v47237,11.2,6.26
1919,Manitoba,Average yield (tons per acre),v47237,11.2,4.67
1920,Manitoba,Average yield (tons per acre),v47237,11.2,3.65
1921,Manitoba,Average yield (tons per acre),v47237,11.2,5.91
1922,Manitoba,Average yield (tons per acre),v47237,11.2,7.39
1923,Manitoba,Average yield (tons per acre),v47237,11.2,5.60
1924,Manitoba,Average yield (tons per acre),v47237,11.2,5.00
1925,Manitoba,Average yield (tons per acre),v47237,11.2,4.00
1926,Manitoba,Average yield (tons per acre),v47237,11.2,4.83
1927,Manitoba,Average yield (tons per acre),v47237,11.2,4.87
1928,Manitoba,Average yield (tons per acre),v47237,11.2,6.52
1929,Manitoba,Average yield (tons per acre),v47237,11.2,3.26
1930,Manitoba,Average yield (tons per acre),v47237,11.2,4.79
1931,Manitoba,Average yield (tons per acre),v47237,11.2,5.83
1932,Manitoba,Average yield (tons per acre),v47237,11.2,5.00
1933,Manitoba,Average yield (tons per acre),v47237,11.2,5.08
1934,Manitoba,Average yield (tons per acre),v47237,11.2,4.83
1935,Manitoba,Average yield (tons per acre),v47237,11.2,5.94
1936,Manitoba,Average yield (tons per acre),v47237,11.2,3.23
1937,Manitoba,Average yield (tons per acre),v47237,11.2,6.55
1938,Manitoba,Average yield (tons per acre),v47237,11.2,3.87
1939,Manitoba,Average yield (tons per acre),v47237,11.2,4.92
1940,Manitoba,Average yield (tons per acre),v47237,11.2,3.93
1908,Manitoba,"Production (tons x 1,000)",v47249,11.3,36.00
1909,Manitoba,"Production (tons x 1,000)",v47249,11.3,29.00
1910,Manitoba,"Production (tons x 1,000)",v47249,11.3,14.00
1911,Manitoba,"Production (tons x 1,000)",v47249,11.3,36.00
1912,Manitoba,"Production (tons x 1,000)",v47249,11.3,36.00
1913,Manitoba,"Production (tons x 1,000)",v47249,11.3,25.00
1914,Manitoba,"Production (tons x 1,000)",v47249,11.3,26.00
1915,Manitoba,"Production (tons x 1,000)",v47249,11.3,17.00
1916,Manitoba,"Production (tons x 1,000)",v47249,11.3,11.00
1917,Manitoba,"Production (tons x 1,000)",v47249,11.3,12.00
1918,Manitoba,"Production (tons x 1,000)",v47249,11.3,62.00
1919,Manitoba,"Production (tons x 1,000)",v47249,11.3,28.00
1920,Manitoba,"Production (tons x 1,000)",v47249,11.3,27.00
1921,Manitoba,"Production (tons x 1,000)",v47249,11.3,26.00
1922,Manitoba,"Production (tons x 1,000)",v47249,11.3,34.00
1923,Manitoba,"Production (tons x 1,000)",v47249,11.3,28.00
1924,Manitoba,"Production (tons x 1,000)",v47249,11.3,23.00
1925,Manitoba,"Production (tons x 1,000)",v47249,11.3,12.00
1926,Manitoba,"Production (tons x 1,000)",v47249,11.3,14.00
1927,Manitoba,"Production (tons x 1,000)",v47249,11.3,19.00
1928,Manitoba,"Production (tons x 1,000)",v47249,11.3,30.00
1929,Manitoba,"Production (tons x 1,000)",v47249,11.3,15.00
1930,Manitoba,"Production (tons x 1,000)",v47249,11.3,23.00
1931,Manitoba,"Production (tons x 1,000)",v47249,11.3,14.00
1932,Manitoba,"Production (tons x 1,000)",v47249,11.3,22.00
1933,Manitoba,"Production (tons x 1,000)",v47249,11.3,31.00
1934,Manitoba,"Production (tons x 1,000)",v47249,11.3,28.00
1935,Manitoba,"Production (tons x 1,000)",v47249,11.3,38.00
1936,Manitoba,"Production (tons x 1,000)",v47249,11.3,10.00
1937,Manitoba,"Production (tons x 1,000)",v47249,11.3,36.00
1938,Manitoba,"Production (tons x 1,000)",v47249,11.3,24.00
1939,Manitoba,"Production (tons x 1,000)",v47249,11.3,32.00
1940,Manitoba,"Production (tons x 1,000)",v47249,11.3,22.00
1908,Manitoba,Average farm price (dollars per ton),v47261,11.4,10.61
1909,Manitoba,Average farm price (dollars per ton),v47261,11.4,9.31
1910,Manitoba,Average farm price (dollars per ton),v47261,11.4,11.14
1911,Manitoba,Average farm price (dollars per ton),v47261,11.4,15.11
1912,Manitoba,Average farm price (dollars per ton),v47261,11.4,15.31
1913,Manitoba,Average farm price (dollars per ton),v47261,11.4,16.60
1914,Manitoba,Average farm price (dollars per ton),v47261,11.4,21.73
1915,Manitoba,Average farm price (dollars per ton),v47261,11.4,16.59
1916,Manitoba,Average farm price (dollars per ton),v47261,11.4,20.18
1917,Manitoba,Average farm price (dollars per ton),v47261,11.4,24.33
1918,Manitoba,Average farm price (dollars per ton),v47261,11.4,17.71
1919,Manitoba,Average farm price (dollars per ton),v47261,11.4,23.68
1920,Manitoba,Average farm price (dollars per ton),v47261,11.4,37.22
1921,Manitoba,Average farm price (dollars per ton),v47261,11.4,10.58
1922,Manitoba,Average farm price (dollars per ton),v47261,11.4,11.09
1923,Manitoba,Average farm price (dollars per ton),v47261,11.4,15.29
1924,Manitoba,Average farm price (dollars per ton),v47261,11.4,14.52
1925,Manitoba,Average farm price (dollars per ton),v47261,11.4,19.08
1926,Manitoba,Average farm price (dollars per ton),v47261,11.4,17.57
1927,Manitoba,Average farm price (dollars per ton),v47261,11.4,14.11
1928,Manitoba,Average farm price (dollars per ton),v47261,11.4,13.30
1929,Manitoba,Average farm price (dollars per ton),v47261,11.4,19.80
1930,Manitoba,Average farm price (dollars per ton),v47261,11.4,13.17
1931,Manitoba,Average farm price (dollars per ton),v47261,11.4,9.07
1932,Manitoba,Average farm price (dollars per ton),v47261,11.4,10.77
1933,Manitoba,Average farm price (dollars per ton),v47261,11.4,10.94
1934,Manitoba,Average farm price (dollars per ton),v47261,11.4,9.54
1935,Manitoba,Average farm price (dollars per ton),v47261,11.4,8.29
1936,Manitoba,Average farm price (dollars per ton),v47261,11.4,14.30
1937,Manitoba,Average farm price (dollars per ton),v47261,11.4,9.83
1938,Manitoba,Average farm price (dollars per ton),v47261,11.4,8.83
1939,Manitoba,Average farm price (dollars per ton),v47261,11.4,10.94
1940,Manitoba,Average farm price (dollars per ton),v47261,11.4,10.32
1908,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,382.00
1909,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,270.00
1910,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,156.00
1911,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,544.00
1912,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,551.00
1913,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,415.00
1914,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,565.00
1915,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,282.00
1916,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,222.00
1917,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,292.00
1918,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,1098.00
1919,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,663.00
1920,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,1005.00
1921,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,275.00
1922,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,377.00
1923,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,428.00
1924,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,334.00
1925,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,229.00
1926,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,246.00
1927,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,268.00
1928,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,399.00
1929,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,297.00
1930,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,303.00
1931,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,127.00
1932,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,237.00
1933,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,339.00
1934,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,267.00
1935,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,315.00
1936,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,143.00
1937,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,354.00
1938,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,212.00
1939,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,350.00
1940,Manitoba,"Total farm value (dollars x 1,000)",v47273,11.5,227.00
1908,Saskatchewan,Seeded area (acres),v47226,12.1,1600.00
1909,Saskatchewan,Seeded area (acres),v47226,12.1,1600.00
1910,Saskatchewan,Seeded area (acres),v47226,12.1,1000.00
1911,Saskatchewan,Seeded area (acres),v47226,12.1,3700.00
1912,Saskatchewan,Seeded area (acres),v47226,12.1,14000.00
1913,Saskatchewan,Seeded area (acres),v47226,12.1,13000.00
1914,Saskatchewan,Seeded area (acres),v47226,12.1,12900.00
1915,Saskatchewan,Seeded area (acres),v47226,12.1,1200.00
1916,Saskatchewan,Seeded area (acres),v47226,12.1,1600.00
1917,Saskatchewan,Seeded area (acres),v47226,12.1,11100.00
1918,Saskatchewan,Seeded area (acres),v47226,12.1,9800.00
1919,Saskatchewan,Seeded area (acres),v47226,12.1,13900.00
1920,Saskatchewan,Seeded area (acres),v47226,12.1,10400.00
1921,Saskatchewan,Seeded area (acres),v47226,12.1,7900.00
1922,Saskatchewan,Seeded area (acres),v47226,12.1,8700.00
1923,Saskatchewan,Seeded area (acres),v47226,12.1,5200.00
1924,Saskatchewan,Seeded area (acres),v47226,12.1,5400.00
1925,Saskatchewan,Seeded area (acres),v47226,12.1,1300.00
1926,Saskatchewan,Seeded area (acres),v47226,12.1,1200.00
1927,Saskatchewan,Seeded area (acres),v47226,12.1,3300.00
1928,Saskatchewan,Seeded area (acres),v47226,12.1,3200.00
1929,Saskatchewan,Seeded area (acres),v47226,12.1,3200.00
1930,Saskatchewan,Seeded area (acres),v47226,12.1,3800.00
1931,Saskatchewan,Seeded area (acres),v47226,12.1,1100.00
1932,Saskatchewan,Seeded area (acres),v47226,12.1,2100.00
1933,Saskatchewan,Seeded area (acres),v47226,12.1,2800.00
1934,Saskatchewan,Seeded area (acres),v47226,12.1,2300.00
1935,Saskatchewan,Seeded area (acres),v47226,12.1,2200.00
1936,Saskatchewan,Seeded area (acres),v47226,12.1,2000.00
1937,Saskatchewan,Seeded area (acres),v47226,12.1,2400.00
1938,Saskatchewan,Seeded area (acres),v47226,12.1,2500.00
1939,Saskatchewan,Seeded area (acres),v47226,12.1,2900.00
1940,Saskatchewan,Seeded area (acres),v47226,12.1,2200.00
1908,Saskatchewan,Average yield (tons per acre),v47238,12.2,7.50
1909,Saskatchewan,Average yield (tons per acre),v47238,12.2,10.62
1910,Saskatchewan,Average yield (tons per acre),v47238,12.2,5.00
1911,Saskatchewan,Average yield (tons per acre),v47238,12.2,7.30
1912,Saskatchewan,Average yield (tons per acre),v47238,12.2,7.43
1913,Saskatchewan,Average yield (tons per acre),v47238,12.2,6.38
1914,Saskatchewan,Average yield (tons per acre),v47238,12.2,6.20
1915,Saskatchewan,Average yield (tons per acre),v47238,12.2,5.83
1916,Saskatchewan,Average yield (tons per acre),v47238,12.2,6.25
1917,Saskatchewan,Average yield (tons per acre),v47238,12.2,3.87
1918,Saskatchewan,Average yield (tons per acre),v47238,12.2,5.61
1919,Saskatchewan,Average yield (tons per acre),v47238,12.2,6.47
1920,Saskatchewan,Average yield (tons per acre),v47238,12.2,7.60
1921,Saskatchewan,Average yield (tons per acre),v47238,12.2,4.18
1922,Saskatchewan,Average yield (tons per acre),v47238,12.2,5.63
1923,Saskatchewan,Average yield (tons per acre),v47238,12.2,5.58
1924,Saskatchewan,Average yield (tons per acre),v47238,12.2,1.85
1925,Saskatchewan,Average yield (tons per acre),v47238,12.2,4.62
1926,Saskatchewan,Average yield (tons per acre),v47238,12.2,4.17
1927,Saskatchewan,Average yield (tons per acre),v47238,12.2,5.15
1928,Saskatchewan,Average yield (tons per acre),v47238,12.2,3.44
1929,Saskatchewan,Average yield (tons per acre),v47238,12.2,1.25
1930,Saskatchewan,Average yield (tons per acre),v47238,12.2,3.16
1931,Saskatchewan,Average yield (tons per acre),v47238,12.2,1.82
1932,Saskatchewan,Average yield (tons per acre),v47238,12.2,3.81
1933,Saskatchewan,Average yield (tons per acre),v47238,12.2,2.86
1934,Saskatchewan,Average yield (tons per acre),v47238,12.2,1.74
1935,Saskatchewan,Average yield (tons per acre),v47238,12.2,3.64
1936,Saskatchewan,Average yield (tons per acre),v47238,12.2,2.00
1937,Saskatchewan,Average yield (tons per acre),v47238,12.2,0.83
1938,Saskatchewan,Average yield (tons per acre),v47238,12.2,4.00
1939,Saskatchewan,Average yield (tons per acre),v47238,12.2,3.10
1940,Saskatchewan,Average yield (tons per acre),v47238,12.2,4.09
1908,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,12.00
1909,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,17.00
1910,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,5.00
1911,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,27.00
1912,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,104.00
1913,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,83.00
1914,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,80.00
1915,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,7.00
1916,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,10.00
1917,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,43.00
1918,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,55.00
1919,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,90.00
1920,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,79.00
1921,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,33.00
1922,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,49.00
1923,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,29.00
1924,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,10.00
1925,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,6.00
1926,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,5.00
1927,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,17.00
1928,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,11.00
1929,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,4.00
1930,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,12.00
1931,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,2.00
1932,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,8.00
1933,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,8.00
1934,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,4.00
1935,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,8.00
1936,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,4.00
1937,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,2.00
1938,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,10.00
1939,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,9.00
1940,Saskatchewan,"Production (tons x 1,000)",v47250,12.3,9.00
1908,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,10.33
1909,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,12.82
1910,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,11.60
1911,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,17.00
1912,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,16.82
1913,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,19.92
1914,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,28.50
1915,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,13.00
1916,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,23.40
1917,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,36.56
1918,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,36.45
1919,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,44.69
1920,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,37.42
1921,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,24.24
1922,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,19.45
1923,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,18.34
1924,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,32.80
1925,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,24.00
1926,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,22.20
1927,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,21.53
1928,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,25.27
1929,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,27.50
1930,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,14.50
1931,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,13.50
1932,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,9.50
1933,Saskatchewan,Average farm price (dollars per ton),v47262,12.4,11.38
